,fid,DN,geometry
2620,2975.0,1,"POLYGON ((37.60125166435506 47.140163333333334, 37.60216834119279 47.140163333333334, 37.60216834119279 47.13999666666667, 37.602001672676835 47.13999666666667, 37.602001672676835 47.13966333333333, 37.60216834119279 47.13966333333333, 37.60216834119279 47.139496666666666, 37.60233500970874 47.139496666666666, 37.60233500970874 47.13966333333333, 37.60250167822469 47.13966333333333, 37.60250167822469 47.13983, 37.60233500970874 47.13983, 37.60233500970874 47.13999666666667, 37.602668346740636 47.13999666666667, 37.602668346740636 47.13983, 37.60291834951456 47.13983, 37.60291834951456 47.13908, 37.602668346740636 47.13908, 37.602668346740636 47.13858, 37.603251686546464 47.13858, 37.603251686546464 47.13824666666667, 37.602668346740636 47.13824666666667, 37.602668346740636 47.13783, 37.60216834119279 47.13783, 37.60216834119279 47.137663333333336, 37.602001672676835 47.137663333333336, 37.602001672676835 47.137496666666664, 37.60125166435506 47.137496666666664, 37.60125166435506 47.137996666666666, 37.60108499583911 47.137996666666666, 37.60108499583911 47.13824666666667, 37.60183500416089 47.13824666666667, 37.60183500416089 47.13858, 37.601585001386965 47.13858, 37.601585001386965 47.13874666666667, 37.60183500416089 47.13874666666667, 37.60183500416089 47.13908, 37.602001672676835 47.13908, 37.602001672676835 47.13933, 37.60125166435506 47.13933, 37.60125166435506 47.13908, 37.60108499583911 47.13908, 37.60108499583911 47.13933, 37.600918327323164 47.13933, 37.600918327323164 47.13874666666667, 37.60108499583911 47.13874666666667, 37.60108499583911 47.13858, 37.600918327323164 47.13858, 37.600918327323164 47.13841333333333, 37.60075165880721 47.13841333333333, 37.60075165880721 47.138913333333335, 37.60058499029126 47.138913333333335, 37.60058499029126 47.13933, 37.600334987517336 47.13933, 37.600334987517336 47.139496666666666, 37.60108499583911 47.139496666666666, 37.60108499583911 47.13966333333333, 37.60183500416089 47.13966333333333, 37.60183500416089 47.13983, 37.601585001386965 47.13983, 37.601585001386965 47.13999666666667, 37.60125166435506 47.13999666666667, 37.60125166435506 47.140163333333334))"
2621,2976.0,1,"POLYGON ((37.60666839112344 47.13824666666667, 37.60683505963939 47.13824666666667, 37.60683505963939 47.137996666666666, 37.60666839112344 47.137996666666666, 37.60666839112344 47.13824666666667))"
2622,2977.0,1,"POLYGON ((37.60950175589459 47.13824666666667, 37.60991842718447 47.13824666666667, 37.60991842718447 47.137996666666666, 37.60950175589459 47.137996666666666, 37.60950175589459 47.13824666666667))"
2623,2978.0,1,"POLYGON ((37.62191856033287 47.13824666666667, 37.62208522884882 47.13824666666667, 37.62208522884882 47.137996666666666, 37.62191856033287 47.137996666666666, 37.62191856033287 47.13824666666667))"
2624,2979.0,1,"POLYGON ((37.65516892926491 47.13824666666667, 37.65566893481276 47.13824666666667, 37.65566893481276 47.13783, 37.65550226629681 47.13783, 37.65550226629681 47.137663333333336, 37.655335597780855 47.137663333333336, 37.655335597780855 47.137996666666666, 37.65516892926491 47.137996666666666, 37.65516892926491 47.13824666666667))"
2625,2980.0,1,"POLYGON ((37.540500990291264 47.137996666666666, 37.54075099306519 47.137996666666666, 37.54075099306519 47.13783, 37.540500990291264 47.13783, 37.540500990291264 47.137996666666666))"
2626,2981.0,1,"POLYGON ((37.562834571428574 47.137996666666666, 37.56300123994452 47.137996666666666, 37.56300123994452 47.13783, 37.562834571428574 47.13783, 37.562834571428574 47.137996666666666))"
2627,2982.0,1,"POLYGON ((37.56333457697642 47.137996666666666, 37.56350124549237 47.137996666666666, 37.56350124549237 47.13783, 37.56333457697642 47.13783, 37.56333457697642 47.137996666666666))"
2628,2983.0,1,"POLYGON ((37.563917916782245 47.13824666666667, 37.56425125381415 47.13824666666667, 37.56425125381415 47.137996666666666, 37.5640845852982 47.137996666666666, 37.5640845852982 47.13783, 37.563917916782245 47.13783, 37.563917916782245 47.137663333333336, 37.5637512482663 47.137663333333336, 37.5637512482663 47.137996666666666, 37.563917916782245 47.137996666666666, 37.563917916782245 47.13824666666667))"
2629,2984.0,1,"POLYGON ((37.5687513037448 47.137996666666666, 37.56891797226075 47.137996666666666, 37.56891797226075 47.13783, 37.5690846407767 47.13783, 37.5690846407767 47.137663333333336, 37.5687513037448 47.137663333333336, 37.5687513037448 47.137996666666666))"
2630,2985.0,1,"POLYGON ((37.59225156449376 47.13874666666667, 37.592668235783634 47.13874666666667, 37.592668235783634 47.13858, 37.59300157281553 47.13858, 37.59300157281553 47.13874666666667, 37.593334909847435 47.13874666666667, 37.593334909847435 47.13841333333333, 37.59316824133148 47.13841333333333, 37.59316824133148 47.13824666666667, 37.592834904299586 47.13824666666667, 37.592834904299586 47.137663333333336, 37.59250156726768 47.137663333333336, 37.59250156726768 47.137996666666666, 37.592668235783634 47.137996666666666, 37.592668235783634 47.13841333333333, 37.59250156726768 47.13841333333333, 37.59250156726768 47.13858, 37.59225156449376 47.13858, 37.59225156449376 47.13874666666667))"
2631,2986.0,1,"POLYGON ((37.59908497364771 47.13824666666667, 37.599668313453535 47.13824666666667, 37.599668313453535 47.137996666666666, 37.59925164216366 47.137996666666666, 37.59925164216366 47.13783, 37.59908497364771 47.13783, 37.59908497364771 47.137663333333336, 37.59891830513176 47.137663333333336, 37.59891830513176 47.137496666666664, 37.59875163661581 47.137496666666664, 37.59875163661581 47.137996666666666, 37.59908497364771 47.137996666666666, 37.59908497364771 47.13824666666667))"
2632,2987.0,1,"POLYGON ((37.59983498196949 47.137996666666666, 37.60000165048544 47.137996666666666, 37.60000165048544 47.13783, 37.59983498196949 47.13783, 37.59983498196949 47.137996666666666))"
2633,2988.0,1,"POLYGON ((37.60916841886269 47.137996666666666, 37.60950175589459 47.137996666666666, 37.60950175589459 47.13783, 37.60991842718447 47.13783, 37.60991842718447 47.137496666666664, 37.60966842441054 47.137496666666664, 37.60966842441054 47.137663333333336, 37.60916841886269 47.137663333333336, 37.60916841886269 47.137996666666666))"
2634,2989.0,1,"POLYGON ((37.61458514563107 47.13841333333333, 37.61475181414702 47.13841333333333, 37.61475181414702 47.13824666666667, 37.614918482662965 47.13824666666667, 37.614918482662965 47.137996666666666, 37.61525181969487 47.137996666666666, 37.61525181969487 47.137663333333336, 37.614418477115116 47.137663333333336, 37.614418477115116 47.137996666666666, 37.61458514563107 47.137996666666666, 37.61458514563107 47.13841333333333), (37.614918482662965 47.137996666666666, 37.61475181414702 47.137996666666666, 37.61475181414702 47.13783, 37.614918482662965 47.13783, 37.614918482662965 47.137996666666666))"
2635,2991.0,1,"POLYGON ((37.65983564771151 47.137996666666666, 37.66000231622746 47.137996666666666, 37.66000231622746 47.13783, 37.65983564771151 47.13783, 37.65983564771151 47.137996666666666))"
2636,2992.0,1,"POLYGON ((37.5624179001387 47.13783, 37.562834571428574 47.13783, 37.562834571428574 47.137663333333336, 37.5624179001387 47.137663333333336, 37.5624179001387 47.13783))"
2637,2994.0,1,"POLYGON ((37.594418255201106 47.13783, 37.59458492371706 47.13783, 37.59458492371706 47.137663333333336, 37.594418255201106 47.137663333333336, 37.594418255201106 47.13783))"
2638,2995.0,1,"POLYGON ((37.59825163106796 47.137996666666666, 37.59841829958391 47.137996666666666, 37.59841829958391 47.13783, 37.598584968099864 47.13783, 37.598584968099864 47.137663333333336, 37.598001628294035 47.137663333333336, 37.598001628294035 47.13783, 37.59825163106796 47.13783, 37.59825163106796 47.137996666666666))"
2639,2996.0,1,"POLYGON ((37.62175189181692 47.13783, 37.62208522884882 47.13783, 37.62208522884882 47.137496666666664, 37.62191856033287 47.137496666666664, 37.62191856033287 47.137663333333336, 37.62175189181692 47.137663333333336, 37.62175189181692 47.13783))"
2640,2997.0,1,"POLYGON ((37.65158555617198 47.13783, 37.651918893203884 47.13783, 37.651918893203884 47.137496666666664, 37.65175222468793 47.137496666666664, 37.65175222468793 47.137663333333336, 37.65158555617198 47.137663333333336, 37.65158555617198 47.13783))"
2641,2998.0,1,"POLYGON ((37.56483459361997 47.137663333333336, 37.56533459916782 47.137663333333336, 37.56533459916782 47.137496666666664, 37.56483459361997 47.137496666666664, 37.56483459361997 47.137663333333336))"
2642,2999.0,1,"POLYGON ((37.56658461303745 47.137663333333336, 37.5667512815534 47.137663333333336, 37.5667512815534 47.137496666666664, 37.56658461303745 47.137496666666664, 37.56658461303745 47.137663333333336))"
2643,3000.0,1,"POLYGON ((37.5684179667129 47.137663333333336, 37.56858463522885 47.137663333333336, 37.56858463522885 47.137496666666664, 37.5684179667129 47.137496666666664, 37.5684179667129 47.137663333333336))"
2644,3002.0,1,"POLYGON ((37.58200145076283 47.137663333333336, 37.58258479056865 47.137663333333336, 37.58258479056865 47.137496666666664, 37.58200145076283 47.137496666666664, 37.58200145076283 47.137663333333336))"
2645,3003.0,1,"POLYGON ((37.605001705963936 47.13783, 37.60525170873786 47.13783, 37.60525170873786 47.137496666666664, 37.60483503744799 47.137496666666664, 37.60483503744799 47.137663333333336, 37.605001705963936 47.137663333333336, 37.605001705963936 47.13783))"
2646,3004.0,1,"POLYGON ((37.61291846047157 47.137663333333336, 37.613085128987514 47.137663333333336, 37.613085128987514 47.137496666666664, 37.61291846047157 47.137496666666664, 37.61291846047157 47.137663333333336))"
2647,3005.0,1,"POLYGON ((37.65458558945908 47.13783, 37.65500226074896 47.13783, 37.65500226074896 47.137663333333336, 37.654835592233006 47.137663333333336, 37.654835592233006 47.137496666666664, 37.65408558391123 47.137496666666664, 37.65408558391123 47.137663333333336, 37.65458558945908 47.137663333333336, 37.65458558945908 47.13783))"
2648,3006.0,1,"POLYGON ((37.655918937586684 47.137663333333336, 37.656085606102636 47.137663333333336, 37.656085606102636 47.137496666666664, 37.655918937586684 47.137496666666664, 37.655918937586684 47.137663333333336))"
2649,3007.0,1,"POLYGON ((37.65641894313453 47.137663333333336, 37.656585611650485 47.137663333333336, 37.656585611650485 47.137496666666664, 37.65641894313453 47.137496666666664, 37.65641894313453 47.137663333333336))"
2650,3008.0,1,"POLYGON ((37.65933564216366 47.137663333333336, 37.65966897919556 47.137663333333336, 37.65966897919556 47.137496666666664, 37.65933564216366 47.137496666666664, 37.65933564216366 47.137663333333336))"
2651,3009.0,1,"POLYGON ((37.5854181553398 47.13933, 37.58583482662968 47.13933, 37.58583482662968 47.13908, 37.58616816366158 47.13908, 37.58616816366158 47.13874666666667, 37.58633483217753 47.13874666666667, 37.58633483217753 47.137996666666666, 37.58650150069348 47.137996666666666, 37.58650150069348 47.13824666666667, 37.586751503467404 47.13824666666667, 37.586751503467404 47.13841333333333, 37.586918171983356 47.13841333333333, 37.586918171983356 47.13858, 37.58708484049931 47.13858, 37.58708484049931 47.13841333333333, 37.587418177531205 47.13841333333333, 37.587418177531205 47.13783, 37.586751503467404 47.13783, 37.586751503467404 47.13716333333333, 37.58616816366158 47.13716333333333, 37.58616816366158 47.13699666666667, 37.58600149514563 47.13699666666667, 37.58600149514563 47.13716333333333, 37.58583482662968 47.13716333333333, 37.58583482662968 47.137496666666664, 37.58491814979195 47.137496666666664, 37.58491814979195 47.137663333333336, 37.584584812760056 47.137663333333336, 37.584584812760056 47.13858, 37.58416814147018 47.13858, 37.58416814147018 47.13874666666667, 37.585084818307905 47.13874666666667, 37.585084818307905 47.13858, 37.58525148682386 47.13858, 37.58525148682386 47.13841333333333, 37.5854181553398 47.13841333333333, 37.5854181553398 47.13874666666667, 37.58525148682386 47.13874666666667, 37.58525148682386 47.13908, 37.5854181553398 47.13908, 37.5854181553398 47.13933))"
2652,3010.0,1,"POLYGON ((37.50950064632455 47.137663333333336, 37.5096673148405 47.137663333333336, 37.5096673148405 47.13716333333333, 37.50950064632455 47.13716333333333, 37.50950064632455 47.137663333333336))"
2653,3011.0,1,"POLYGON ((37.58291812760056 47.137663333333336, 37.58333479889043 47.137663333333336, 37.58333479889043 47.137496666666664, 37.58366813592233 47.137496666666664, 37.58366813592233 47.13733, 37.58383480443828 47.13733, 37.58383480443828 47.13716333333333, 37.58350146740638 47.13716333333333, 37.58350146740638 47.13733, 37.58291812760056 47.13733, 37.58291812760056 47.137663333333336))"
2654,3012.0,1,"POLYGON ((37.65266890152566 47.137663333333336, 37.65333557558946 47.137663333333336, 37.65333557558946 47.137496666666664, 37.65358557836338 47.137496666666664, 37.65358557836338 47.13733, 37.65316890707351 47.13733, 37.65316890707351 47.137496666666664, 37.65266890152566 47.137496666666664, 37.65266890152566 47.137663333333336))"
2655,3013.0,1,"POLYGON ((37.4986671927878 47.137496666666664, 37.498833861303744 47.137496666666664, 37.498833861303744 47.13733, 37.4986671927878 47.13733, 37.4986671927878 47.137496666666664))"
2656,3014.0,1,"POLYGON ((37.52600082940361 47.137496666666664, 37.52616749791956 47.137496666666664, 37.52616749791956 47.13733, 37.52600082940361 47.13733, 37.52600082940361 47.137496666666664))"
2657,3015.0,1,"POLYGON ((37.55075110402219 47.137496666666664, 37.551001106796114 47.137496666666664, 37.551001106796114 47.13733, 37.55075110402219 47.13733, 37.55075110402219 47.137496666666664))"
2658,3016.0,1,"POLYGON ((37.584418144244104 47.137496666666664, 37.58475148127601 47.137496666666664, 37.58475148127601 47.13733, 37.58491814979195 47.13733, 37.58491814979195 47.13716333333333, 37.584418144244104 47.13716333333333, 37.584418144244104 47.137496666666664))"
2659,3018.0,1,"POLYGON ((37.59533493203883 47.137496666666664, 37.59583493758669 47.137496666666664, 37.59583493758669 47.13716333333333, 37.59533493203883 47.13716333333333, 37.59533493203883 47.137496666666664))"
2660,3019.0,1,"POLYGON ((37.60308501803051 47.137496666666664, 37.60341835506241 47.137496666666664, 37.60341835506241 47.13733, 37.60308501803051 47.13733, 37.60308501803051 47.137496666666664))"
2661,3020.0,1,"POLYGON ((37.60991842718447 47.137496666666664, 37.61008509570041 47.137496666666664, 37.61008509570041 47.13716333333333, 37.60991842718447 47.13716333333333, 37.60991842718447 47.137496666666664))"
2662,3021.0,1,"POLYGON ((37.613085128987514 47.137496666666664, 37.61350180027739 47.137496666666664, 37.61350180027739 47.13716333333333, 37.61333513176144 47.13716333333333, 37.61333513176144 47.13699666666667, 37.613085128987514 47.13699666666667, 37.613085128987514 47.137496666666664))"
2663,3022.0,1,"POLYGON ((37.65391891539528 47.137496666666664, 37.65408558391123 47.137496666666664, 37.65408558391123 47.13733, 37.65391891539528 47.13733, 37.65391891539528 47.137496666666664))"
2664,3023.0,1,"POLYGON ((37.65858563384189 47.137496666666664, 37.65875230235783 47.137496666666664, 37.65875230235783 47.13716333333333, 37.65858563384189 47.13716333333333, 37.65858563384189 47.137496666666664))"
2665,3024.0,1,"POLYGON ((37.479083642163666 47.13733, 37.47925031067961 47.13733, 37.47925031067961 47.13716333333333, 37.479083642163666 47.13716333333333, 37.479083642163666 47.13733))"
2666,3025.0,1,"POLYGON ((37.50783396116505 47.13733, 37.508000629681 47.13733, 37.508000629681 47.13716333333333, 37.50783396116505 47.13716333333333, 37.50783396116505 47.13733))"
2667,3026.0,1,"POLYGON ((37.525834160887655 47.13733, 37.52600082940361 47.13733, 37.52600082940361 47.13716333333333, 37.525834160887655 47.13716333333333, 37.525834160887655 47.13733))"
2668,3028.0,1,"POLYGON ((37.57250134535367 47.13733, 37.572668013869624 47.13733, 37.572668013869624 47.13716333333333, 37.57250134535367 47.13716333333333, 37.57250134535367 47.13733))"
